seed,implementation,scenario,steps,burn_in,population,ring_y,lookahead,error_rate,max_speed,mean_convention_strength,final_convention_strength,mean_disposition_strength,mean_speed,replacement_rate,time_to_convention,coordinated_fraction,coordination_entries,mean_coordinated_episode,longest_coordinated_episode,final_habit_share,final_convention_share,final_social_habit_share,final_all_three_share
20260906,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.5085250000000001,0.7333333333333333,0.43002506586636735,2.8112145833333333,0.10225416666666666,376,0.2585,109,9.486238532110091,77,0.0,0.0,1.0,0.0
20260906,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.74405,0.5666666666666667,0.604666063523755,2.870375,0.06608958333333333,121,0.5865,152,15.43421052631579,171,0.5166666666666667,0.5833333333333334,0.6,0.16666666666666666
20260906,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.9122041666666667,0.8,0.6766488109304994,2.9250916666666664,0.03622708333333333,112,0.89425,123,29.08130081300813,331,0.6916666666666667,0.85,0.7416666666666667,0.4
20260906,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.8073875,0.26666666666666666,0.0,1.0,0.00666875,255,0.736,30,98.13333333333334,427,NaN,NaN,NaN,NaN
20260906,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9723625000000005,0.9833333333333333,0.9544771486762662,1.0,0.005110416666666667,172,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260907,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.20835416666666667,0.36666666666666664,0.0,2.700175,0.17887083333333334,27,0.00175,4,1.75,3,0.0,0.0,0.0,0.0
20260907,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.3981333333333334,0.5666666666666667,0.3493890546944604,2.7565999999999997,0.13659375,249,0.10925,84,5.2023809523809526,45,1.0,0.0,0.0,0.0
20260907,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.49802083333333325,0.6833333333333333,0.4508011878292621,2.8189875,0.09859375,182,0.24175,84,11.511904761904763,169,0.0,1.0,0.0,0.0
20260907,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.5105833333333333,1.0,0.45605556293364874,2.82111875,0.09729166666666667,98,0.295,100,11.8,200,0.0,0.0,1.0,0.0
20260907,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.586675,0.9833333333333333,0.5032350523897419,2.8306604166666665,0.08905625,200,0.37,99,14.94949494949495,201,0.475,0.6083333333333333,0.5083333333333333,0.14166666666666666
20260907,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.8983583333333335,0.95,0.7270475330254205,2.9314770833333332,0.03455833333333334,50,0.8545,110,31.072727272727274,281,0.725,0.525,0.2833333333333333,0.21666666666666667
20260907,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.8027624999999999,0.9166666666666666,0.0,1.0,0.006695833333333333,81,0.7515,26,115.61538461538461,532,NaN,NaN,NaN,NaN
20260907,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9710333333333337,1.0,0.9516249881488297,1.0,0.00540625,46,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260908,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22537500000000002,0.06666666666666667,0.0,2.7149000000000005,0.1672625,415,0.00275,7,1.5714285714285714,3,0.0,0.0,0.0,0.0
20260908,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.4951666666666666,0.16666666666666666,0.4493488508293694,2.7942562500000006,0.1133125,401,0.25425,72,14.125,219,1.0,0.0,0.0,0.0
20260908,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.5371333333333332,0.18333333333333332,0.4660823316096095,2.8254541666666664,0.09440625,472,0.3,125,9.6,111,0.0,1.0,0.0,0.0
20260908,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.47728750000000003,0.0,0.4306455757001669,2.8121687499999997,0.1023875,100,0.2305,116,7.948275862068965,92,0.0,0.0,1.0,0.0
20260908,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6622833333333333,0.06666666666666667,0.5624943699660653,2.8547124999999998,0.07513333333333333,389,0.48275,127,15.204724409448819,137,0.5583333333333333,0.475,0.55,0.175
20260908,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.9330125,0.95,0.708584595065842,2.942110416666667,0.028289583333333333,8,0.94925,88,43.14772727272727,356,0.5916666666666667,0.4666666666666667,0.475,0.26666666666666666
20260908,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.7498458333333335,0.95,0.0,1.0,0.006664583333333333,42,0.64475,43,59.97674418604651,509,NaN,NaN,NaN,NaN
20260908,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9723083333333337,0.95,0.9557337439299448,1.0,0.005135416666666667,66,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260909,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22352499999999997,0.35,0.0,2.7022770833333336,0.17602916666666665,276,0.00325,6,2.1666666666666665,5,0.0,0.0,0.0,0.0
20260909,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.478,0.016666666666666666,0.42888208502659353,2.7879249999999995,0.11578541666666667,306,0.2345,80,11.725,113,1.0,0.0,0.0,0.0
20260909,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.48602083333333324,0.36666666666666664,0.44155659635139577,2.8192874999999997,0.0986,160,0.22925,108,8.49074074074074,121,0.0,1.0,0.0,0.0
20260909,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.4540083333333334,0.11666666666666667,0.4112398642214583,2.7997124999999996,0.10908541666666667,41,0.171,84,8.142857142857142,88,0.0,0.0,1.0,0.0
20260909,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.493525,0.9666666666666667,0.4714743263150986,2.8207229166666665,0.09604791666666666,61,0.26425,87,12.149425287356323,181,0.5166666666666667,0.5166666666666667,0.5666666666666667,0.15
20260909,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.9292541666666668,0.9166666666666666,0.7067144541640896,2.939208333333333,0.02943125,83,0.93975,74,50.7972972972973,414,0.175,0.4583333333333333,0.7916666666666666,0.025
20260909,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.7738125000000001,0.9833333333333333,0.0,1.0,0.006727083333333333,137,0.6735,39,69.07692307692308,369,NaN,NaN,NaN,NaN
20260909,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9719750000000004,1.0,0.9534741137254764,1.0,0.00521875,96,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260910,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.23606250000000004,0.45,0.0,2.704777083333334,0.173475,257,0.0065,9,2.888888888888889,8,0.0,0.0,0.0,0.0
20260910,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.4604083333333333,0.31666666666666665,0.4174035425134635,2.784875,0.11786458333333333,275,0.20075,70,11.471428571428572,112,1.0,0.0,0.0,0.0
20260910,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.3710625,0.08333333333333333,0.37836184589407945,2.7925625000000003,0.11472916666666666,81,0.101,48,8.416666666666666,51,0.0,1.0,0.0,0.0
