seed,replacement,speed_policy,speed_clearance,steps,burn_in,lookahead,mean_convention_strength,coordinated_fraction,replacement_rate,mean_proposed_speed,successful_progress,speed_one_share,speed_two_share,speed_three_share
20261017,static_entry,lane-first,0.0,5000,1000,20,0.9234583333333334,0.943,0.03058125,2.930354166666667,2.8575166666666663,0.027679166666666668,0.0142875,0.9580333333333333
20261017,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.23255416666666667,0.0015,0.21025625,2.1264874999999996,1.7091979166666667,0.40577708333333334,0.06195833333333333,0.5322645833333334
20261017,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9623666666666669,0.99975,0.011639583333333333,1.9874145833333325,1.966714583333333,0.012585416666666667,0.9874145833333333,0.0
20261017,evolutionary,speed-first,0.0,5000,1000,20,0.9177125,0.931,0.029966666666666666,2.9503249999999994,2.8771270833333333,0.020925,0.007825,0.97125
20261017,evolutionary,lane-first,0.0,5000,1000,20,0.9453875000000003,0.98025,0.023222916666666666,2.9452749999999996,2.889939583333333,0.021747916666666665,0.011229166666666667,0.9670229166666666
20261017,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.5189958333333333,0.1395,0.12908541666666667,2.02694375,1.7771166666666667,0.46224583333333336,0.048564583333333335,0.48918958333333334
20261017,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9650708333333337,0.99975,0.010997916666666666,1.9876333333333323,1.9680395833333328,0.012366666666666666,0.9876333333333334,0.0
20261018,static_entry,speed-first,0.0,5000,1000,20,0.6593125,0.425,0.08320416666666666,2.8767979166666664,2.675202083333333,0.05158541666666667,0.02003125,0.9283833333333333
20261018,static_entry,lane-first,0.0,5000,1000,20,0.9289458333333335,0.97,0.028297916666666666,2.93375,2.8668645833333333,0.026472916666666665,0.013304166666666667,0.9602229166666667
20261018,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.26561666666666667,0.00225,0.21002083333333332,2.1222145833333332,1.7076,0.40853125,0.06072291666666667,0.5307458333333334
20261018,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9618166666666669,1.0,0.011527083333333334,1.9876291666666657,1.967027083333333,0.012370833333333333,0.9876291666666667,0.0
20261018,evolutionary,speed-first,0.0,5000,1000,20,0.9263875000000001,0.932,0.030066666666666665,2.9526166666666662,2.8788666666666667,0.019916666666666666,0.00755,0.9725333333333334
20261018,evolutionary,lane-first,0.0,5000,1000,20,0.9484708333333335,0.98575,0.0218375,2.948431249999999,2.896087499999999,0.020360416666666666,0.010847916666666667,0.9687916666666667
20261018,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.5473625,0.13975,0.12810625,2.0205875,1.7715666666666665,0.46565,0.0481125,0.4862375
20261018,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9607958333333336,0.9995,0.01268125,1.9864958333333325,1.9639187499999997,0.013504166666666666,0.9864958333333333,0.0
20261019,static_entry,speed-first,0.0,5000,1000,20,0.5646333333333332,0.3645,0.08679583333333334,2.873864583333333,2.66325,0.05269583333333333,0.02074375,0.9265604166666667
20261019,static_entry,lane-first,0.0,5000,1000,20,0.9229375,0.957,0.029489583333333333,2.9314291666666668,2.8617520833333328,0.027458333333333335,0.013654166666666667,0.9588875
20261019,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.22459166666666666,0.00025,0.21348333333333333,2.120535416666667,1.6980208333333335,0.40917291666666666,0.06111875,0.5297083333333333
20261019,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9625375000000002,1.0,0.0117125,1.9876833333333321,1.9667999999999994,0.012316666666666667,0.9876833333333334,0.0
20261019,evolutionary,speed-first,0.0,5000,1000,20,0.8451541666666667,0.8045,0.0420875,2.93531875,2.8322187499999996,0.027091666666666667,0.010497916666666666,0.9624104166666667
20261019,evolutionary,lane-first,0.0,5000,1000,20,0.9505166666666669,0.99175,0.021072916666666667,2.9489937499999996,2.899004166666667,0.020235416666666665,0.010535416666666667,0.9692291666666667
