strategy,initial_cars,replicate,final_age,trajectory_age,replacements,replacement_rate,switch_rate,final_abs_habitus,first_replacement
Mean habitus,80,2,59.575,31.593375,303,0.037875,0.05473686370750885,0.8922715964825475,1
Mean habitus,80,3,53.8,33.028625000000005,272,0.034,0.04847693999629387,0.8536340782991827,1
Mean habitus,80,4,40.775,23.878874999999997,504,0.063,0.09087720426370671,0.8296373982423189,1
Mean habitus,80,5,43.95,25.652624999999997,409,0.051125,0.05919056063804249,0.8976198241461149,1
Mean habitus,80,6,60.7,32.50487499999999,311,0.038875,0.04817851157814529,0.9142120133894428,1
Mean habitus,80,7,47.85,33.616625000000006,255,0.031875,0.05916700764715888,0.7939108194798223,1
Mean habitus,80,8,32.825,21.901749999999996,627,0.078375,0.10990595306432813,0.6618507545095047,1
Mean habitus,80,9,55.9875,33.695125000000004,268,0.0335,0.05087646669308133,0.9240422544037628,1
Mean habitus,80,10,46.6375,25.039375,367,0.045875,0.06957512697549735,0.8938376366360362,1
Mean habitus,80,11,38.575,22.225624999999994,570,0.07125,0.09921315742595034,0.8216635019454215,1
Mean habitus,80,12,37.0,22.256375,620,0.0775,0.10469989189214435,0.7355875914835639,1
Mean habitus,80,13,40.2125,25.214875000000003,494,0.06175,0.0806737702977237,0.8104328078590555,1
Mean habitus,80,14,59.3375,34.392875000000004,225,0.028125,0.05311418289308418,0.897158458505251,1
Mean habitus,80,15,52.1625,24.649999999999995,409,0.051125,0.08737211906633105,0.9581515966456822,1
Mean habitus,80,16,52.1,32.89375,349,0.043625,0.07070703871131828,0.8261190961568442,1
Mean habitus,80,17,37.7,28.746499999999997,327,0.040875,0.06883246800634905,0.7212184721833833,1
Mean habitus,80,18,61.6125,30.825750000000006,334,0.04175,0.07809622034580618,0.9290994230121965,1
Mean habitus,80,19,48.4,26.322125,491,0.061375,0.09392907107737679,0.8194516015010518,1
Mean habitus,80,20,51.025,29.104375000000005,318,0.03975,0.061875721370502304,0.9233440667889654,1
Mean habitus,80,21,44.6,33.432625,282,0.03525,0.06629660727429464,0.7762054185656183,1
Mean habitus,80,22,49.0875,28.006250000000005,422,0.05275,0.06635257181363644,0.8709866915786394,1
Mean habitus,80,23,43.0,31.7775,253,0.031625,0.057071855079293875,0.7976447016717134,1
Mean habitus,80,24,51.5875,30.338874999999998,249,0.031125,0.03819975473602005,0.8553994183040153,1
Mean habitus,80,25,45.8125,27.99375,363,0.045375,0.0666821165381753,0.8610529658852638,1
Mean habitus,80,26,54.975,29.850375,409,0.051125,0.06300234669660018,0.861829589959909,1
Mean habitus,80,27,49.0875,25.985625,479,0.059875,0.07604571208393504,0.8779236403984179,1
Mean habitus,80,28,52.125,26.935625,432,0.054,0.07219051456106612,0.8781702516739773,1
Mean habitus,80,29,36.8375,13.6765,916,0.1145,0.18401641832766294,0.8357888774697553,1
Mean habitus,80,30,44.825,22.62174999999999,521,0.065125,0.12539700761838277,0.9413744097346368,1
Mean habitus,80,31,54.0625,30.825875000000007,326,0.04075,0.060746043445862534,0.8638474978203646,1
Mean habitus,80,32,48.975,29.398249999999997,378,0.04725,0.08103920458223614,0.8235479963127059,1
Mean habitus,80,33,40.875,23.230500000000003,480,0.06,0.08579668915805076,0.8344008853340673,1
Mean habitus,80,34,56.975,32.333375,255,0.031875,0.05191952705938275,0.935048460290267,1
Mean habitus,80,35,45.05,28.076375,311,0.038875,0.0497856072448625,0.7966736043359369,1
Mean habitus,80,36,49.15,27.135625,441,0.055125,0.08642204709601004,0.7831441018531142,1
Mean habitus,80,37,55.225,26.825625,625,0.078125,0.1159280743381494,0.8756901858846872,1
Mean habitus,80,38,37.1375,19.48375,570,0.07125,0.11284086981392356,0.8272790769441072,1
Mean habitus,80,39,48.1375,27.912999999999997,406,0.05075,0.0767406536068827,0.8920506577831212,1
Mean habitus,80,40,48.4,31.285,286,0.03575,0.05611335566458134,0.7830307203081222,1
Mean habitus,80,41,52.3375,28.17825,387,0.048375,0.0787065367147895,0.879172580928443,1
Mean habitus,80,42,47.775,26.755499999999998,473,0.059125,0.08202025680234723,0.8711735731537249,1
Mean habitus,80,43,41.35,23.720125000000003,592,0.074,0.10186454251005296,0.8458763102904644,1
Mean habitus,80,44,56.8,28.317375000000006,337,0.042125,0.06906494453309411,0.9153814074111795,1
Mean habitus,80,45,44.6,20.927374999999998,497,0.062125,0.09179493301369869,0.863509665422451,1
Mean habitus,80,46,66.1875,38.058125,237,0.029625,0.050233185725587506,0.8865605868158439,1
Mean habitus,80,47,44.95,24.823124999999994,546,0.06825,0.10420048357856163,0.9142382305851171,1
Mean habitus,80,48,65.05,33.7805,242,0.03025,0.061125432844013075,0.9918056309716992,1
Mean habitus,80,49,53.375,31.734250000000003,305,0.038125,0.06208815841579,0.8771698512543036,1
Mean habitus,80,50,58.9625,29.25925,422,0.05275,0.07910052205367833,0.9348730121842882,1
Mean habitus,80,51,51.9875,32.369375,330,0.04125,0.06586322581463222,0.8367257880879986,1
Mean habitus,80,52,47.7,28.259749999999993,359,0.044875,0.07717586129965798,0.8576936592567137,1
Mean habitus,80,53,54.4875,31.490875000000006,274,0.03425,0.05785081257350315,0.9121626483433591,1
Mean habitus,80,54,36.0875,22.761750000000003,530,0.06625,0.09670749672199364,0.7811915870384485,1
Mean habitus,80,55,71.9125,38.691875,156,0.0195,0.05194224080925237,0.9466609978128652,1
Mean habitus,80,56,35.6125,25.42887500000001,345,0.043125,0.05994006296452117,0.7436885311536577,1
Mean habitus,80,57,41.5125,26.904875,457,0.057125,0.0799978186120433,0.7573291785204569,1
Mean habitus,80,58,44.325,23.790374999999997,468,0.0585,0.09806464527541918,0.8574312098647153,1
Mean habitus,80,59,42.3125,18.807125,761,0.095125,0.13567684043367967,0.8911032174149289,1
Mean habitus,80,60,48.325,28.195749999999993,364,0.0455,0.07197710217936669,0.8682642287397314,1
Mean habitus,80,61,53.475,31.044124999999994,315,0.039375,0.0617365339986672,0.8354170454797707,1
Mean habitus,80,62,54.6125,29.378874999999997,330,0.04125,0.08310487075813043,0.8748017187909332,1
Mean habitus,80,63,51.0875,23.039500000000004,655,0.081875,0.11238251957284745,0.9288645935375845,1
Mean habitus,80,64,45.3625,26.805125000000007,378,0.04725,0.068274485424363,0.8644840884731616,1
Mean habitus,80,65,43.1,21.635625,510,0.06375,0.09781807547207068,0.8630694701839996,1
Mean habitus,80,66,52.8,31.754875000000002,307,0.038375,0.05571758012393119,0.9132742915635003,1
Mean habitus,80,67,41.5375,28.933625000000003,351,0.043875,0.06549328551846942,0.8211804428133653,1
Mean habitus,80,68,42.475,27.547124999999998,384,0.048,0.086894645409558,0.7809202833060394,1
Mean habitus,80,69,39.6125,19.64025,641,0.080125,0.11708060321833576,0.8951772525768125,1
Mean habitus,80,70,55.7875,29.888374999999996,417,0.052125,0.08097267562228261,0.9271242120468477,1
Mean habitus,80,71,45.175,27.654375,408,0.051,0.06845452500285443,0.8128742651233395,1
Mean habitus,80,72,46.25,25.6065,526,0.06575,0.10283808385451434,0.8780929153219734,1
Mean habitus,80,73,40.9375,26.362,399,0.049875,0.07195741861093698,0.8502916281687316,1
Mean habitus,80,74,50.0,25.202625,472,0.059,0.09410339444344697,0.9304863585614698,1
Mean habitus,80,75,49.4125,26.310249999999996,378,0.04725,0.06919693354699055,0.9284956545737941,1
Mean habitus,80,76,43.95,26.942124999999997,445,0.055625,0.06878198416931508,0.764498830110946,1
Mean habitus,80,77,50.0625,27.091000000000005,394,0.04925,0.08006454597326641,0.896974978553029,1
Mean habitus,80,78,41.5125,24.13625,518,0.06475,0.09759189959778965,0.827516765001233,1
Mean habitus,80,79,38.9125,27.901999999999994,373,0.046625,0.0745822279447225,0.7345074744907439,1
Mean habitus,80,80,43.775,25.311499999999995,462,0.05775,0.08546677083789406,0.8114870953265065,1
Mean habitus,80,81,47.6125,26.929500000000004,414,0.05175,0.08496703658610207,0.8843859915032144,1
Mean habitus,80,82,46.85,27.658875,326,0.04075,0.060139386927095265,0.8537967441022623,1
Mean habitus,80,83,45.05,26.780125,471,0.058875,0.09047132921468934,0.8187386422265138,1
Mean habitus,80,84,54.2375,30.282250000000005,315,0.039375,0.05523844233443837,0.9541664699894271,1
Mean habitus,80,85,59.1875,32.27975,258,0.03225,0.06169170729796383,0.880304773908653,1
Mean habitus,80,86,53.1,29.589499999999997,376,0.047,0.07008720634582359,0.9055760854491861,1
Mean habitus,80,87,41.3625,26.74625,437,0.054625,0.07592732144061826,0.8283600228281858,1
Mean habitus,80,88,44.125,31.6225,315,0.039375,0.057836346210584394,0.7440949972063463,1
Mean habitus,80,89,48.6625,27.818374999999996,349,0.043625,0.06064987693157436,0.884780711146387,1
Mean habitus,80,90,46.3875,25.695249999999998,488,0.061,0.103901309686668,0.858150813972309,1
Mean habitus,80,91,41.7375,25.964625000000005,453,0.056625,0.07891382160380295,0.8441237418732547,1
Mean habitus,80,92,40.225,23.5375,474,0.05925,0.08718407733239385,0.8333270059537254,1
Mean habitus,80,93,54.3,29.254875,351,0.043875,0.0654488574030429,0.8872002844194086,1
Mean habitus,80,94,40.2875,27.85075,373,0.046625,0.06426382533548286,0.7582158281833935,1
Mean habitus,80,95,42.475,23.674124999999993,562,0.07025,0.10192488931368145,0.774250139807806,1
Mean habitus,80,96,50.0875,29.708375000000004,353,0.044125,0.06585274616704008,0.8689256911432196,1
Mean habitus,80,97,27.5,11.499875000000001,912,0.114,0.17536033831306658,0.8396776662671896,1
Mean habitus,80,98,68.2875,34.193875,338,0.04225,0.05714827653675672,0.9413557482075176,1
Mean habitus,80,99,49.4875,29.556375000000003,348,0.0435,0.0649608326322611,0.8817203922192715,1
Mean habitus,80,100,44.1625,22.015749999999997,672,0.084,0.10686178499518473,0.9081769511430634,1
Random,80,1,2.525,2.6445,3157,0.394625,0.5004162189943084,0.06037062277677602,1
Random,80,2,3.65,2.6733749999999996,3016,0.377,0.4949588598008323,0.07948108976572177,1
Random,80,3,2.4625,2.526125,3282,0.41025,0.47336015895964983,0.06920362038202595,1
Random,80,4,2.8875,2.6572500000000003,3202,0.40025,0.4805705790921001,0.07522175536881419,1
Random,80,5,2.625,2.7565,3070,0.38375,0.4936329662594301,0.061400983132794275,1
Random,80,6,2.9625,2.6102499999999997,3100,0.3875,0.4668888812554614,0.06747048347184217,1
Random,80,7,3.0375,2.737,2999,0.374875,0.48725648312274494,0.07249995688221307,1
Random,80,8,2.5625,2.6374999999999993,3185,0.398125,0.47626153168692703,0.0702261640148637,1
Random,80,9,2.8,2.56125,3215,0.401875,0.48376247969721026,0.07773072209653091,1
Random,80,10,2.6625,2.6745000000000005,3141,0.392625,0.47573023331852854,0.06618967216713381,1
Random,80,11,2.4875,2.646625,3131,0.391375,0.47787225938418326,0.06055352250882856,1
Random,80,12,2.8125,2.6800000000000006,3163,0.395375,0.4998866150975087,0.07395924487449254,1
Random,80,13,2.6625,2.7663750000000005,3076,0.3845,0.47991934268328323,0.049537044464188086,1
Random,80,14,3.225,2.65925,3129,0.391125,0.5057882798749278,0.06463559976959746,1
Random,80,15,2.3375,2.5140000000000002,3295,0.411875,0.4611237335554844,0.06438611021331608,1
Random,80,16,3.5875,2.6847499999999993,3095,0.386875,0.48453867962628505,0.0835942648875527,1
Random,80,17,2.575,2.5968749999999994,3270,0.40875,0.471477940437499,0.06665008344768406,1
Random,80,18,3.1375,2.79375,3053,0.381625,0.49636662011435057,0.058978015805797965,1
Random,80,19,2.6,2.749000000000001,3100,0.3875,0.47828891895501735,0.05972529717015011,1
Random,80,20,3.0375,2.5662500000000006,3198,0.39975,0.48237771657495704,0.07396633847533615,1
Random,80,21,2.3875,2.5633749999999997,3219,0.402375,0.47641190859808374,0.05452435942325647,1
Random,80,22,2.6875,2.7255000000000003,3062,0.38275,0.4878548134373925,0.06392940095745402,1
Random,80,23,3.625,2.7195,2997,0.374625,0.5008281695739831,0.08132598271146249,1
Random,80,24,2.875,2.653,3123,0.390375,0.46466159100999826,0.07089782970297676,1
Random,80,25,2.8625,2.7041250000000003,3089,0.386125,0.4867350016349473,0.06762041995952178,1
Random,80,26,2.7625,2.6708750000000006,3109,0.388625,0.4902315840342869,0.06830264998869454,1
Random,80,27,2.6,2.7332500000000004,3113,0.389125,0.5005753285208596,0.06554080750046307,1
Random,80,28,2.175,2.7027500000000004,3107,0.388375,0.504318171926757,0.045020884956546714,1
Random,80,29,2.625,2.564625,3217,0.402125,0.4936660644006471,0.058283069806870105,1
Random,80,30,2.4,2.6563749999999997,3127,0.390875,0.4808059396967738,0.06125782381103588,1
Random,80,31,3.0,2.711625,3136,0.392,0.4822965127941774,0.07173843592767741,1
Random,80,32,3.1,2.5640000000000005,3253,0.406625,0.4961002985452144,0.05659630187774116,1
Random,80,33,2.1375,2.5403749999999996,3273,0.409125,0.49504193061037705,0.050871276395173436,1
Random,80,34,2.9125,2.7225000000000006,3116,0.3895,0.48655648663642603,0.06720929397399986,1
Random,80,35,2.6125,2.733,3069,0.383625,0.4876237091154328,0.06986994494153936,1
Random,80,36,2.6875,2.711875,3102,0.38775,0.50044541343518,0.055486156000861875,1
Random,80,37,3.175,2.62225,3143,0.392875,0.4886642181812168,0.08251987848108204,1
Random,80,38,2.725,2.62525,3154,0.39425,0.5026749551210276,0.048047093837535006,1
Random,80,39,2.3625,2.73925,3123,0.390375,0.4676478451875322,0.05108081230130379,1
Random,80,40,2.675,2.6222499999999997,3198,0.39975,0.48645583164324757,0.05461266486130616,1
Random,80,41,2.25,2.596,3200,0.4,0.49470676752159926,0.05063530219780219,1
Random,80,42,2.825,2.64375,3128,0.391,0.4892702486630666,0.0710384899650573,1
Random,80,43,2.4375,2.635624999999999,3201,0.400125,0.49689547111611676,0.04358391627582583,1
Random,80,44,2.45,2.566,3236,0.4045,0.48790433518983584,0.06563627677791764,1
Random,80,45,3.0,2.6195000000000004,3172,0.3965,0.4876108208994268,0.06945840692889842,1
Random,80,46,3.125,2.6754999999999995,3140,0.3925,0.49869371786582983,0.07599940119435088,1
Random,80,47,2.925,2.606875,3142,0.39275,0.49301570344254453,0.07096621999002031,1
Random,80,48,2.6,2.698125,3123,0.390375,0.49253933480779283,0.060244378603217276,1
Random,80,49,2.55,2.6285000000000003,3172,0.3965,0.48538228934523453,0.055831146729947025,1
Random,80,50,2.3375,2.6115,3171,0.396375,0.4974758415144705,0.05814591271731364,1
Random,80,51,2.775,2.6851250000000007,3080,0.385,0.49474760197472273,0.0668871444495477,1
Random,80,52,2.7125,2.7196249999999997,3050,0.38125,0.4921487420409415,0.06303043485367402,1
Random,80,53,2.6125,2.6053750000000004,3158,0.39475,0.49486880951208534,0.0565635419147416,1
Random,80,54,2.5625,2.6138749999999997,3139,0.392375,0.49618048565618667,0.0658358134920635,1
Random,80,55,2.3,2.7132500000000004,3130,0.39125,0.49902753318282933,0.04273588618983355,1
Random,80,56,2.425,2.682625,3140,0.3925,0.4936622910682301,0.0654723271654386,1
Random,80,57,2.425,2.7013750000000005,3142,0.39275,0.48755110812354074,0.05824750412985706,1
Random,80,58,2.725,2.6165000000000003,3200,0.4,0.48282192815164215,0.059503112376753674,1
Random,80,59,2.9,2.6447499999999993,3143,0.392875,0.49391844769505433,0.06803654474610357,1
Random,80,60,2.875,2.6278749999999995,3162,0.39525,0.4809434103408911,0.0681621462687639,1
Random,80,61,2.825,2.517375,3223,0.402875,0.4921197248628474,0.07199666270196876,1
Random,80,62,2.925,2.592625,3211,0.401375,0.4925714507276547,0.0685689831002331,1
Random,80,63,2.0375,2.621125,3139,0.392375,0.5023982179075995,0.04691031701141994,1
Random,80,64,2.5,2.7880000000000003,3044,0.3805,0.4885267255168512,0.05631259875745169,1
Random,80,65,2.2875,2.8532500000000005,2964,0.3705,0.4938983274834371,0.053127121040723965,1
Random,80,66,2.5375,2.6537500000000005,3098,0.38725,0.4848398071562374,0.06285330952736559,1
Random,80,67,2.3875,2.5634999999999994,3243,0.405375,0.49169089079074346,0.06842743347338935,1
Random,80,68,2.75,2.6930000000000005,3095,0.386875,0.4737787905042111,0.061279828487645814,1
Random,80,69,2.3375,2.5993749999999993,3210,0.40125,0.4861629737126771,0.04689529784585899,1
Random,80,70,2.35,2.6975,3086,0.38575,0.4819947495384417,0.04826984800330388,1
Random,80,71,2.4,2.566375,3187,0.398375,0.4963776453133373,0.05964213122833478,1
Random,80,72,2.5875,2.6991249999999996,3133,0.391625,0.4837742077445864,0.049979644269988695,1
Random,80,73,2.8,2.663125,3068,0.3835,0.493705160509051,0.07336354413560295,1
Random,80,74,2.7875,2.6157500000000002,3195,0.399375,0.4974036595337256,0.06180608478209097,1
Random,80,75,2.8,2.705,3184,0.398,0.4829371828236102,0.062031139013429694,1
Random,80,76,2.8,2.6813750000000005,3108,0.3885,0.4828380660532207,0.07960745650828434,1
Random,80,77,2.8,2.750625,3077,0.384625,0.49009353646174986,0.07069637470372762,1
Random,80,78,3.2,2.7705,3088,0.386,0.478782735147795,0.08435662677535742,1
Random,80,79,2.75,2.7205,3121,0.390125,0.4980023961318058,0.06016216896857797,1
Random,80,80,2.3125,2.628625,3185,0.398125,0.49191726057959656,0.06677519886159591,1
Random,80,81,2.7875,2.712625000000001,3086,0.38575,0.4927116985650003,0.06576032024475202,1
Random,80,82,2.0125,2.576375,3250,0.40625,0.49389590407584955,0.04771119505494505,1
Random,80,83,3.15,2.6606249999999996,3144,0.393,0.4970782517178941,0.06273648099257198,1
Random,80,84,2.4625,2.6842499999999996,3029,0.378625,0.48631279509712866,0.05738566841720445,1
Random,80,85,2.6125,2.7608750000000004,3045,0.380625,0.49552838414275363,0.053287016561010356,1
Random,80,86,2.5875,2.499125,3309,0.413625,0.4816606389454904,0.06779383042782809,1
Random,80,87,2.4125,2.569125,3227,0.403375,0.4984996370234304,0.05166735123536594,1
Random,80,88,3.1875,2.799,2960,0.37,0.4903132599110782,0.06671942357738729,1
Random,80,89,2.475,2.7543750000000005,3070,0.38375,0.4872182007319051,0.058839006925307226,1
Random,80,90,2.9375,2.658375,3169,0.396125,0.4929288093989718,0.06396414938606435,1
Random,80,91,2.575,2.6765,3133,0.391625,0.49506383265624715,0.05958203507448863,1
Random,80,92,2.4875,2.612125,3184,0.398,0.47995443672593685,0.06748095273104947,1
Random,80,93,2.425,2.6759999999999997,3169,0.396125,0.47925931283178186,0.05073501532866857,1
Random,80,94,2.675,2.6657500000000005,3097,0.387125,0.48942033944870367,0.06251251124606387,1
Random,80,95,2.7875,2.547875,3246,0.40575,0.4973233580164409,0.07719556538877359,1
Random,80,96,3.7,2.54,3259,0.407375,0.4873988319294454,0.09915377151377959,1
Random,80,97,2.7125,2.6653749999999996,3084,0.3855,0.4926885846335059,0.07086548250296314,1
Random,80,98,2.55,2.594875,3176,0.397,0.4878067476840473,0.0592291366614122,1
Random,80,99,2.55,2.6923749999999997,3155,0.394375,0.4976979379283648,0.05565329353738796,1
Random,80,100,2.8125,2.799875,3000,0.375,0.49279287500287805,0.06193786161743238,1
Naive,80,1,45.7875,26.660625,478,0.05975,0.08501571485436948,0.8187839689154653,1
Naive,80,2,48.2875,24.22275,560,0.07,0.09842650928291805,0.9249520533699898,1
Naive,80,3,43.675,27.665625,298,0.03725,0.06452728714943082,0.862504210301054,1
Naive,80,4,42.05,25.173250000000003,539,0.067375,0.09130544940147693,0.7604405056720573,1
Naive,80,5,46.2625,29.447749999999996,319,0.039875,0.0817826067891009,0.8627949944790272,1
Naive,80,6,50.975,30.052125,432,0.054,0.09534265699203458,0.7532867469779221,1
Naive,80,7,54.05,32.78637500000001,294,0.03675,0.0649813371738886,0.8336536694324568,1
Naive,80,8,35.3375,27.825874999999996,385,0.048125,0.0782994110692095,0.7127703136461011,1
Naive,80,9,44.9375,29.0825,346,0.04325,0.06501089049763834,0.8322048031355012,1
Naive,80,10,41.6125,21.301374999999997,541,0.067625,0.11608695237925223,0.8099416737903866,1
Naive,80,11,38.3375,18.009375000000002,778,0.09725,0.12551046372542154,0.8896978255332278,1
Naive,80,12,45.7125,28.214375,396,0.0495,0.0795095243746528,0.803358613287626,1
Naive,80,13,47.675,29.910250000000005,333,0.041625,0.0574203177674349,0.8482699393223427,1
Naive,80,14,49.35,29.062375000000003,418,0.05225,0.08804117051220255,0.8562094186993553,1
Naive,80,15,48.925,23.749625000000005,509,0.063625,0.0923631071236641,0.9259769562223384,1
Naive,80,16,46.9375,27.56075,364,0.0455,0.078403331835448,0.8383035840428963,1
Naive,80,17,36.3125,26.524625,456,0.057,0.10237419341374807,0.6959802282808099,1
Naive,80,18,56.6,29.681375,286,0.03575,0.054135705092168716,0.9462019153645391,1
Naive,80,19,42.9875,18.458875,702,0.08775,0.127561422357229,0.8993183184049458,1
Naive,80,20,60.35,35.005,264,0.033,0.06195875339596735,0.8291900457267285,1
Naive,80,21,54.275,33.22375,212,0.0265,0.05169966516132008,0.8549756839948943,1
Naive,80,22,45.7625,21.990249999999996,651,0.081375,0.11806407195547694,0.8822661839940537,1
Naive,80,23,60.4375,31.598625000000002,342,0.04275,0.08075306313281143,0.8882172227474279,1
Naive,80,24,51.2625,28.484999999999996,304,0.038,0.0652107245484246,0.8937121654489404,1
Naive,80,25,57.3375,31.008249999999997,382,0.04775,0.07556398264379109,0.8893305903802977,1
Naive,80,26,52.3125,30.229499999999998,453,0.056625,0.09007135015005567,0.7865098750910129,1
Naive,80,27,51.0625,26.000749999999996,327,0.040875,0.07279667179308486,0.9186916236084954,1
Naive,80,28,46.65,29.2055,323,0.040375,0.047907483564238997,0.8391748897715361,1
Naive,80,29,41.1375,18.456500000000002,713,0.089125,0.14317320228520017,0.8264939754119279,1
Naive,80,30,46.675,25.69875,509,0.063625,0.1041387582110265,0.8297483442537958,1
Naive,80,31,53.6125,27.732625000000006,414,0.05175,0.06795133150662903,0.9128166733716221,1
Naive,80,32,55.4375,32.709500000000006,238,0.02975,0.05789534900071497,0.9170918749056967,1
Naive,80,33,53.3375,30.917625000000008,408,0.051,0.07795998279162165,0.8479576075871351,1
Naive,80,34,38.525,21.331375,617,0.077125,0.12254082397993601,0.7183539985190543,1
Naive,80,35,43.6375,25.521749999999994,417,0.052125,0.09427772117475505,0.8526105338438488,1
Naive,80,36,42.3875,28.197124999999996,353,0.044125,0.06033091874340453,0.756384500847046,1
Naive,80,37,57.0375,34.32475,182,0.02275,0.04271339485461069,0.891152626245742,1
Naive,80,38,59.8875,35.095375000000004,269,0.033625,0.0620684646072334,0.8676215328293931,1
Naive,80,39,51.95,31.980625,347,0.043375,0.06950539467456349,0.7990978005276703,1
Naive,80,40,39.675,20.563625000000002,494,0.06175,0.0931666768286801,0.8946916710076527,1
Naive,80,41,32.4875,22.578125000000004,495,0.061875,0.08342417044945702,0.7427230789553183,1
Naive,80,42,47.2875,24.422375,454,0.05675,0.08525191952062,0.9255517387515093,1
Naive,80,43,34.95,26.431749999999997,374,0.04675,0.07872451331437015,0.7212238111343465,1
Naive,80,44,48.9125,29.020999999999994,271,0.033875,0.06050213155420431,0.8495899040778726,1
Naive,80,45,56.35,30.676125,364,0.0455,0.08028354865467442,0.9196164678531547,1
Naive,80,46,57.7875,33.936499999999995,272,0.034,0.06415958008240365,0.8848241935648729,1
Naive,80,47,54.675,32.938500000000005,315,0.039375,0.060560470384431346,0.8322324106867264,1
Naive,80,48,46.1125,29.984125000000002,358,0.04475,0.07102431774146449,0.7805326788958997,1
Naive,80,49,52.2125,29.083250000000003,271,0.033875,0.06359975377831002,0.9044407614669225,1
Naive,80,50,54.95,30.336125000000003,402,0.05025,0.07477344332178797,0.8503063452917331,1
Naive,80,51,41.875,25.4045,428,0.0535,0.07291568256254023,0.8624118521165872,1
Naive,80,52,44.825,26.007624999999997,403,0.050375,0.08173433471849006,0.8440433618972631,1
Naive,80,53,41.1875,29.284125,278,0.03475,0.06039675902647787,0.8430777150008775,1
Naive,80,54,50.3875,25.317499999999995,487,0.060875,0.08941993336818424,0.8136200902525342,1
Naive,80,55,63.5375,34.790124999999996,263,0.032875,0.06771983124568559,0.8899436381142216,1
Naive,80,56,46.4375,29.136500000000005,340,0.0425,0.05816204351916983,0.8310270579833399,1
Naive,80,57,39.9375,27.216499999999996,296,0.037,0.062286032841732085,0.8024287170921319,1
Naive,80,58,51.0625,27.88425,397,0.049625,0.08253663788450849,0.900355646566479,1
Naive,80,59,29.1375,29.441374999999997,307,0.038375,0.058206966995115454,0.623785188875604,1
Naive,80,60,27.475,25.76475,392,0.049,0.09197310442542701,0.622486632154131,1
Naive,80,61,39.275,24.851875,468,0.0585,0.09199116487672633,0.7898767778567015,1
Naive,80,62,48.95,29.561,392,0.049,0.0750951132333505,0.8272576953325718,1
Naive,80,63,47.875,26.109124999999995,496,0.062,0.1002135095938114,0.8562540753554806,1
Naive,80,64,60.6375,36.252374999999994,184,0.023,0.04435210620986549,0.8855351372557878,1
Naive,80,65,48.2,29.789124999999995,311,0.038875,0.0735181797896759,0.8935238792829937,1
Naive,80,66,48.175,25.807375,409,0.051125,0.08704351053223845,0.9070037414868365,1
Naive,80,67,40.35,18.1765,805,0.100625,0.13227773265068501,0.8103833824613341,1
Naive,80,68,55.7875,32.74625,268,0.0335,0.06549242112044096,0.8928787455195797,1
Naive,80,69,32.925,25.05875,491,0.061375,0.08422334840372293,0.6257763619803918,1
Naive,80,70,50.8625,29.120875000000005,347,0.043375,0.0843761261975841,0.8962759119100125,1
Naive,80,71,48.9,32.416125,403,0.050375,0.08180373037601991,0.7337319577671553,1
Naive,80,72,48.85,31.056249999999995,244,0.0305,0.06216814071804509,0.8371759644040608,1
Naive,80,73,32.3375,26.424874999999997,418,0.05225,0.07436905065828926,0.6959289083132626,1
Naive,80,74,61.65,32.16625,304,0.038,0.08163572072050504,0.9641000017585706,1
Naive,80,75,54.3125,26.574750000000005,365,0.045625,0.08385206815562288,0.9476013502645287,1
Naive,80,76,59.3625,31.48175,266,0.03325,0.06167892731630965,0.9003416632957549,1
Naive,80,77,51.8375,28.987250000000003,443,0.055375,0.08148598350688604,0.8701076582182068,1
Naive,80,78,48.175,29.317375000000002,323,0.040375,0.06791581421182297,0.8425160021759621,1
Naive,80,79,67.45,35.08575,270,0.03375,0.06971057602093572,0.9328131749506599,1
Naive,80,80,40.3375,23.873250000000002,482,0.06025,0.07725462576768453,0.8272456246830456,1
Naive,80,81,47.3,30.095125000000003,311,0.038875,0.06926523461706616,0.824444375601907,1
Naive,80,82,44.75,25.466125,483,0.060375,0.07816226914661066,0.8280376547303436,1
Naive,80,83,44.325,28.588999999999995,357,0.044625,0.07092520809636962,0.8201494059935095,1
Naive,80,84,52.1,26.700374999999998,499,0.062375,0.09475186872656877,0.91060878850499,1
Naive,80,85,51.3,30.266375000000007,310,0.03875,0.08333077680586526,0.8750724884239958,1
Naive,80,86,66.0625,32.959875000000004,284,0.0355,0.06871110411031928,0.9573124359344745,1
Naive,80,87,48.45,28.769500000000004,407,0.050875,0.07506360996429669,0.832470458666317,1
Naive,80,88,43.6,25.68375,379,0.047375,0.07205555819825986,0.8834625457903276,1
Naive,80,89,53.0375,29.656999999999996,374,0.04675,0.08979485871532544,0.8406705664990255,1
Naive,80,90,53.85,31.339499999999997,239,0.029875,0.05511994859636861,0.8964181587426353,1
Naive,80,91,46.8375,29.888500000000004,406,0.05075,0.08553894806778464,0.7986207472788761,1
Naive,80,92,45.05,25.957624999999997,366,0.04575,0.07439938639109445,0.8628621984917961,1
Naive,80,93,40.575,27.25375,396,0.0495,0.07535014169491182,0.8085514663200735,1
Naive,80,94,43.9,29.194750000000003,295,0.036875,0.06569979291196396,0.8314621005506044,1
Naive,80,95,38.7125,30.623250000000002,346,0.04325,0.07283333082659613,0.6342806528655875,1
Naive,80,96,51.2,24.99375,515,0.064375,0.10307870196414769,0.8812920118592504,1
Naive,80,97,58.5125,33.54875,259,0.032375,0.07453128326450695,0.8956158328108517,1
